title,price,location,ambientes,banos,metros_cuadrados,link
Departamento En Alquiler Necochea Al 2000,290000.0,"Necochea Al 2000, República De La Sexta, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1456921227-departamento-en-alquiler-necochea-al-2000-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Alquiler Monoambiente En Centro De La Ciudad,150000.0,"San Juan 1800, Centro, Rosario, Santa Fe",1,1,26.0,https://departamento.mercadolibre.com.ar/MLA-1944697212-alquiler-monoambiente-en-centro-de-la-ciudad-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Monoambiente Alquiler Metros Medicina,120000.0,"Vera Mujica Al 600, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1944733982-monoambiente-alquiler-metros-medicina-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Monoambiente - En Alquiler Zona Rio,250000.0,"Italia 300, Centro, Rosario, Santa Fe",1,1,29.0,https://departamento.mercadolibre.com.ar/MLA-1944221136-monoambiente-en-alquiler-zona-rio-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Departamento En Alquiler Republica De La Sexta,150000.0,"Cerrito 95, República De La Sexta, Rosario, Santa Fe",1,1,29.0,https://departamento.mercadolibre.com.ar/MLA-1456671125-departamento-en-alquiler-republica-de-la-sexta-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Departamento - Centro,210000.0,"Dorrego Al 1100, Rosario, Santa Fe",1,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1457587535-departamento-centro-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Alquiler Monoambiente Sin Amoblamiento .- Consultas Por Whattsapp,110000.0,"3 De Febrero 731, Centro, Rosario, Santa Fe",2,1,33.0,https://departamento.mercadolibre.com.ar/MLA-1941282276-alquiler-monoambiente-sin-amoblamiento-consultas-por-whattsapp-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
"Ov. Lagos 80 - Departamento Semiamueblado De Un Dormitorio En Alquiler - Rosario, Pichincha",450000.0,"Ov. Lagos Y Güemes, Alberto Olmedo, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1456663083-ov-lagos-80-departamento-semiamueblado-de-un-dormitorio-en-alquiler-rosario-pichincha-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Rosario - Av. Francia 1541 12.03,130000.0,"Rosario - Av. Francia 1541 12.03, Rosario, Santa Fe",1,1,20.0,https://departamento.mercadolibre.com.ar/MLA-1941156680-rosario-av-francia-1541-1203-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Alquiler Monoambiente Consultas Por Whattsapp,140000.0,"PASAJE OLIDEN 4202, Rosario, Santa Fe",1,1,25.0,https://departamento.mercadolibre.com.ar/MLA-1941243512-alquiler-monoambiente-consultas-por-whattsapp-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=5fb594eb-3acc-4083-8405-e05a97cf45b7
Alquiler 1 Dorm. San Juan 2670,180000.0,"SAN JUAN 2670, Rosario, Santa Fe",4,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1941243522-alquiler-1-dorm-san-juan-2670-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler 1 Dorm. Consultas Por Whatsapp,190000.0,"9 De Julio 3732, Luis Agote, Rosario, Santa Fe",3,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1941204630-alquiler-1-dorm-consultas-por-whatsapp-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler Monoambiente,150000.0,"PASCO 379, República De La Sexta, Rosario, Santa Fe",2,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1941256176-alquiler-monoambiente-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler Monoambiente Arroyito,150000.0,"Juan B. Justo 1300, Arroyito, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1944259794-alquiler-monoambiente-arroyito-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler Monoambiente Centro Rio Amoblado,250000.0,"Corrientes 100, Centro, Rosario, Santa Fe",1,1,36.0,https://departamento.mercadolibre.com.ar/MLA-1943100702-alquiler-monoambiente-centro-rio-amoblado-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Maui Alquiler Un Dormitorio Vista Al Rio,600000.0,"Avenida Estanislao Lopez 2671, Puerto Norte, Rosario, Santa Fe",2,1,47.0,https://departamento.mercadolibre.com.ar/MLA-1924021086-maui-alquiler-un-dormitorio-vista-al-rio-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler Departamento De Pasillo 2 Dormitorios,200000.0,"Juan Manuel De Rosas 3259, La Tablada, Rosario, Santa Fe",3,1,60.0,https://departamento.mercadolibre.com.ar/MLA-1934396174-alquiler-departamento-de-pasillo-2-dormitorios-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
"Departamento 3 Dormitorios - Ayres De Fisherton - Amenities - Juárez Celman 600, Rosario | Alquiler",750000.0,"Juarez Celman 650 Bis, Fisherton, Rosario, Santa Fe",4,3,84.0,https://departamento.mercadolibre.com.ar/MLA-1937341556-departamento-3-dormitorios-ayres-de-fisherton-amenities-juarez-celman-600-rosario-alquiler-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler- Monoambiente - España Y Hospitales,150000.0,"Dean Funes 1000 - Piso 1º Dpto C, Rosario, Santa Fe",1,1,33.0,https://departamento.mercadolibre.com.ar/MLA-1863957660-alquiler-monoambiente-espana-y-hospitales-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento- Loft- Abasto,200000.0,"Cochabamba 800 - Piso 4º Dpto B, Abasto, Rosario, Santa Fe",1,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1906597076-alquiler-departamento-loft-abasto-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
"Departamento, Dos Dormitorios, Cochera, Calidad Werk, Impecable, Centro.",800000.0,"SAN Juan Al 1740, Centro, Rosario, Santa Fe",3,2,102.0,https://departamento.mercadolibre.com.ar/MLA-1935996970-departamento-dos-dormitorios-cochera-calidad-werk-impecable-centro-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Departamento En Puerto Norte,1200.0,"Torre Genoa, Puerto Norte, Puerto Norte, Rosario, Santa Fe",4,2,105.0,https://departamento.mercadolibre.com.ar/MLA-1453406275-departamento-en-puerto-norte-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Maui- Alquiler De Departamento De 1 Dormitorio Maui Puerto Norte Rosario,600.0,"Maui, Puerto Norte, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1927410196-maui-alquiler-de-departamento-de-1-dormitorio-maui-puerto-norte-rosario-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento- Monoambiente- Abasto,220000.0,"Cochabamba 800 - Piso 3º Dpto C, Abasto, Rosario, Santa Fe",1,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1925142920-alquiler-departamento-monoambiente-abasto-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Departamento- Dos Dormitorios -cochera- Palos Verdes,430000.0,"García Del Cossio 2050 (palos Verdes), Fisherton, Rosario, Santa Fe",5,1,78.0,https://departamento.mercadolibre.com.ar/MLA-1455817251-departamento-dos-dormitorios-cochera-palos-verdes-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento- Mono-ambiente- Abasto,220000.0,"Cochabamba 800 - Piso 5º Dpto C, Abasto, Rosario, Santa Fe",1,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1449248255-alquiler-departamento-mono-ambiente-abasto-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento- Abasto,250000.0,"Cochabamba 800 - Piso 7º Dpto B, Abasto, Rosario, Santa Fe",1,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1918163278-alquiler-departamento-abasto-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento- Abasto,200000.0,"Cochabamba 800 - Piso 4º Dpto C, Abasto, Rosario, Santa Fe",1,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1449217617-alquiler-departamento-abasto-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Duplex Vista Franca Al Río En Edificio Premium 2 Dormitorios 2 Cocheras,1800.0,"Carballo 380, Puerto Norte, Rosario, Santa Fe",5,3,153.0,https://departamento.mercadolibre.com.ar/MLA-1455926549-duplex-vista-franca-al-rio-en-edificio-premium-2-dormitorios-2-cocheras-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
"Departamento En Venta, Dos Dormitrios Oasis Del Yacht",2500.0,"Oasis Del Yacht, Rosario, Santa Fe",3,3,226.0,https://departamento.mercadolibre.com.ar/MLA-1935150634-departamento-en-venta-dos-dormitrios-oasis-del-yacht-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Departamento Premium En Rosario Alquiler Con Vista Franca Al Rio 2 Dormitorios 2 Cocheras,1800.0,"Avellaneda 1300 Bis, Centro, Rosario, Santa Fe",5,3,153.0,https://departamento.mercadolibre.com.ar/MLA-1938440126-departamento-premium-en-rosario-alquiler-con-vista-franca-al-rio-2-dormitorios-2-cocheras-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Monoambiente Con Patio De Planta Baja Uso Comercial Apto,200000.0,"Zeballos 112, Martin, Rosario, Santa Fe",1,1,22.0,https://departamento.mercadolibre.com.ar/MLA-1900595764-monoambiente-con-patio-de-planta-baja-uso-comercial-apto-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Av. Pellegrini Y Laprida - 1 Dor - Alquiler - Amenities,500000.0,"Av. Pellegrini Y Laprida - 1 Dormitorio, Centro, Rosario, Santa Fe",2,1,67.0,https://departamento.mercadolibre.com.ar/MLA-1934878162-av-pellegrini-y-laprida-1-dor-alquiler-amenities-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Entorno Único Departamento Premium Vista Franca Al Rio En Rosario 2 Dormitorios 2 Cocheras,1800.0,"Wheelwright 1220, Centro, Rosario, Santa Fe",5,3,153.0,https://departamento.mercadolibre.com.ar/MLA-1938401644-entorno-unico-departamento-premium-vista-franca-al-rio-en-rosario-2-dormitorios-2-cocheras-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento - Lourdes,350000.0,"Av. Ovidio Lagos 1200 - Piso 1º Dpto B, Rosario, Santa Fe",3,1,60.0,https://departamento.mercadolibre.com.ar/MLA-1453677107-alquiler-departamento-lourdes-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Richieri Al 400 Pje. Demarchi 2930 Pb Dto A,320000.0,"Pasaje Demarchi 2930 PB Dto A, Alberto Olmedo, Rosario, Santa Fe",4,1,50.0,https://departamento.mercadolibre.com.ar/MLA-1444667831-richieri-al-400-pje-demarchi-2930-pb-dto-a-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler- 2 Dormitorios- Balcón- Terraza Parrillero-facultades Medicina,450000.0,"San Juan 3093 Esq Av. Francia, Rosario, Santa Fe",3,1,50.0,https://departamento.mercadolibre.com.ar/MLA-1934837346-alquiler-2-dormitorios-balcon-terraza-parrillero-facultades-medicina-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
"Alquiler Temporario 1 Dormitorio 6a - San Lorenzo 2706, Rosario",400000.0,"San Lorenzo 2706, Alberto Olmedo, Rosario, Santa Fe",3,1,42.0,https://departamento.mercadolibre.com.ar/MLA-1903131378-alquiler-temporario-1-dormitorio-6a-san-lorenzo-2706-rosario-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento - Rep. De La Sexta,160000.0,"Necochea 1800 - Piso 4º Dpto C, República De La Sexta, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1454338635-alquiler-departamento-rep-de-la-sexta-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Santa Fe 2285 - Amplio Dpto De 2 Dormitorios Externo. Con Cochera.,680000.0,"Santa Fe 2250, Centro, Rosario, Santa Fe",3,2,65.0,https://departamento.mercadolibre.com.ar/MLA-1884132098-santa-fe-2285-amplio-dpto-de-2-dormitorios-externo-con-cochera-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
9 De Julio 925 - Amplio Dpto De 2 Dormitorios Externo. Con Cochera.,480000.0,"9 De Julio 950, Centro, Rosario, Santa Fe",3,2,75.0,https://departamento.mercadolibre.com.ar/MLA-1452229503-9-de-julio-925-amplio-dpto-de-2-dormitorios-externo-con-cochera-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Monoambiente Con Cochera Falucho 389bis Zona Alto Rosario,210000.0,"FALUCHO 389, Puerto Norte, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1939242748-monoambiente-con-cochera-falucho-389bis-zona-alto-rosario-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler Departamento 1 Dormitorio,295800.0,"Brown Al 1700, Centro, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1452964951-alquiler-departamento-1-dormitorio-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Departamento - Barrio Martin,210000.0,"Zeballos 500 - Piso 2º Dpto E, Centro, Rosario, Santa Fe",2,1,34.0,https://departamento.mercadolibre.com.ar/MLA-1931273696-alquiler-departamento-barrio-martin-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
"Monoambiente, Moderno, Eléctrico, Barrio Martin",140000.0,"Zeballos Al 475, Martin, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1912951502-monoambiente-moderno-electrico-barrio-martin-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Montevideo 1737 Con Patio,220000.0,"MONTEVIDEO 1737, Rosario, Santa Fe",3,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1455675213-montevideo-1737-con-patio-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Excelente Categoria Y Superficie,330000.0,"Cordoba 3701 8° 01, Echesortu, Rosario, Santa Fe",2,1,62.0,https://departamento.mercadolibre.com.ar/MLA-1455385475-excelente-categoria-y-superficie-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
"Monoambiente, Estrenar, Barrio Abasto, Parrillero, Solarium.",220000.0,"Cochabamba 842, Abasto, Rosario, Santa Fe",1,1,33.0,https://departamento.mercadolibre.com.ar/MLA-1938804710-monoambiente-estrenar-barrio-abasto-parrillero-solarium-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Lourdes- Alquiler- Balcon -santiago Esquina San Juan,210000.0,"Santiago 1104, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1455722325-lourdes-alquiler-balcon-santiago-esquina-san-juan-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
"Monoambiente, Estrenar, Barrio Abasto, Parrillero, Solarium.",200000.0,"Cochabamba 842, Abasto, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1938845130-monoambiente-estrenar-barrio-abasto-parrillero-solarium-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Santiago 596 - Amplio Dpto De 1 Dormitorio Externo.,300000.0,"Santiago 550, Centro, Rosario, Santa Fe",2,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1455826505-santiago-596-amplio-dpto-de-1-dormitorio-externo-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Departamento En Alquiler Permanente 1 Dorm Centro,390000.0,"Mendoza 1800, Centro, Rosario, Santa Fe",2,1,37.0,https://departamento.mercadolibre.com.ar/MLA-1934396522-departamento-en-alquiler-permanente-1-dorm-centro-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler - Monoambiente- Zona Rio. Dorrego Y Jujuy,210000.0,"Dorrego 139, Centro, Rosario, Santa Fe",1,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1934615948-alquiler-monoambiente-zona-rio-dorrego-y-jujuy-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Crespo 647 - Dpto De 1 Dormitorio Externo.,250000.0,"Crespo 650, Centro, Rosario, Santa Fe",2,1,34.0,https://departamento.mercadolibre.com.ar/MLA-1452828783-crespo-647-dpto-de-1-dormitorio-externo-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Constitución 974 - Departamento De Un Dormitorio En Alquiler En Rosario,270000.0,"Constitución Y San Luis, Rosario, Santa Fe",2,1,37.0,https://departamento.mercadolibre.com.ar/MLA-1441612305-constitucion-974-departamento-de-un-dormitorio-en-alquiler-en-rosario-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=7192863e-e9aa-4e7f-af6e-ff0d3e6cd56e
Alquiler- Echesortu- Frente Plaza Buratovich- Balcon Al Frente,190000.0,"San Nicolas 1394, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1455675581-alquiler-echesortu-frente-plaza-buratovich-balcon-al-frente-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Departamento Monoambiente - San Lorenzo 800 - Centro Rosario | Alquiler,160000.0,"San Lorenzo 807, Centro, Rosario, Santa Fe",1,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1910713456-departamento-monoambiente-san-lorenzo-800-centro-rosario-alquiler-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Rondeau 216 Con Cochera,225000.0,"RONDEAU 216, Rosario, Santa Fe",1,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1455704395-rondeau-216-con-cochera-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Departamento Un Dormitorio Zona Facultades Medicina Odontología Pichincha,230000.0,"Cordoba Al 3002, Alberto Olmedo, Rosario, Santa Fe",3,1,42.0,https://departamento.mercadolibre.com.ar/MLA-1883051224-departamento-un-dormitorio-zona-facultades-medicina-odontologia-pichincha-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Departamento - Rosario,1000000.0,"Rosario - 1ro De Mayo 923 9°, Rosario, Santa Fe",7,2,150.0,https://departamento.mercadolibre.com.ar/MLA-1446050219-departamento-rosario-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Jujuy 2162 - Dpto De 2 Dormitorios Externo.,330000.0,"Jujuy 2150, Centro, Rosario, Santa Fe",3,1,46.0,https://departamento.mercadolibre.com.ar/MLA-1913266986-jujuy-2162-dpto-de-2-dormitorios-externo-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Montevideo 1930 - Amplio Dpto Monoambiente Externo.,210000.0,"Montevideo 1950, Centro, Rosario, Santa Fe",1,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1454081801-montevideo-1930-amplio-dpto-monoambiente-externo-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Alquiler Departamento Parque España. Corrientes Y Jujuy,160000.0,"Corrientes 147, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1899446054-alquiler-departamento-parque-espana-corrientes-y-jujuy-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
"Monoambiente, Moderno, Planta Baja, Impecable, Terraza",200000.0,"Urquiza 2865 00-02, Centro, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1933514666-monoambiente-moderno-planta-baja-impecable-terraza-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Zeballos 500 - Departamento De 1 Dormitorios En Alquiler En Rosario.,400000.0,"Zeballos Y J. M. De Rosas, Martin, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1454345715-zeballos-500-departamento-de-1-dormitorios-en-alquiler-en-rosario-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Entre Rios 443,340000.0,"ENTRE RIOS 443, Rosario, Santa Fe",4,1,65.0,https://departamento.mercadolibre.com.ar/MLA-1894328788-entre-rios-443-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Cerrito 1688 - Dpto De 1 Dormitorio Externo.,200000.0,"Cerrito 1650, Centro, Rosario, Santa Fe",2,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1939887798-cerrito-1688-dpto-de-1-dormitorio-externo-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Departamento Vista Despejada Monoambiente Alquiler,220000.0,"Salta Al 3200, Alberto Olmedo, Rosario, Santa Fe",1,1,25.0,https://departamento.mercadolibre.com.ar/MLA-1455124985-departamento-vista-despejada-monoambiente-alquiler-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Alquiler. Abasto. Rosario. Balcón Al Frente. Corrientes 2100,200000.0,"Corrientes 2172, Abasto, Rosario, Santa Fe",2,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1450444317-alquiler-abasto-rosario-balcon-al-frente-corrientes-2100-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Salta 3217 - Dpto De 1 Dormitorio.,290000.0,"Salta 3250, Centro, Rosario, Santa Fe",2,1,42.0,https://departamento.mercadolibre.com.ar/MLA-1448300579-salta-3217-dpto-de-1-dormitorio-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Ituzaingo 455 - Dpto De 1 Dormitorio.,170000.0,"Ituzaingo 450, Centro, Rosario, Santa Fe",2,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1449750737-ituzaingo-455-dpto-de-1-dormitorio-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Departamento De 1 Dormitorio En Alquiler Salta Y Balcarce,220000.0,"Salta 2108, Centro, Rosario, Santa Fe",2,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1932144080-departamento-de-1-dormitorio-en-alquiler-salta-y-balcarce-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
Departamento Un Dormitorio Amoblado Lourdes,350000.0,"San Juan 2800, Centro, Rosario, Santa Fe",2,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1912669084-departamento-un-dormitorio-amoblado-lourdes-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=cfd6470d-6c30-4d35-9f69-e70412515a34
